#
# Transition date estimate for kendall
#
# Site: kendall
# Veg Type: GR
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2012
# Year max: 2019
# Final Processing Date: 2019-09-16
# Final Processing Time: 13:16:32
# Spline RMSE gcc_mean: 0.00098
# Spline RMSE gcc_50: 0.00105
# Spline RMSE gcc_75: 0.001
# Spline RMSE gcc_90: 0.00108
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
kendall,GR,1000,falling,gcc_90,2016-10-19,2016-10-09,2016-09-24,2016-10-24,2016-10-11,2016-09-27,2016-10-15,2016-10-07,2016-09-22,0.35746,0.36405,0.37555,0.35322,0.39746
kendall,GR,1000,falling,gcc_90,2015-11-08,2015-10-11,2015-10-03,2015-11-10,2015-10-13,2015-10-04,2015-11-04,2015-10-08,2015-10-02,0.35558,0.36072,0.37109,0.35255,0.38744
kendall,GR,1000,falling,gcc_90,2014-11-11,2014-11-04,2014-10-11,2014-11-12,2014-11-06,2014-10-15,2014-11-10,2014-11-01,2014-10-07,0.35763,0.36449,0.37568,0.3541,0.39724
kendall,GR,1000,falling,gcc_90,2013-10-10,2013-10-01,2013-09-04,2013-10-14,2013-10-03,2013-09-11,2013-10-06,2013-09-28,2013-08-31,0.34848,0.35362,0.36285,0.34494,0.38066
kendall,GR,1000,falling,gcc_90,2012-10-16,2012-10-11,2012-10-03,2012-10-18,2012-10-12,2012-10-05,2012-10-14,2012-10-09,2012-10-02,0.35952,0.36547,0.37975,0.35502,0.40214
kendall,GR,1000,falling,gcc_75,2017-09-27,2017-09-19,2017-09-02,2017-09-30,2017-09-20,2017-09-04,2017-09-24,2017-09-16,2017-09-01,0.35901,0.3665,0.38171,0.3538,0.40854
kendall,GR,1000,falling,gcc_75,2016-10-19,2016-10-09,2016-09-23,2016-10-24,2016-10-11,2016-09-27,2016-10-15,2016-10-07,2016-09-21,0.35666,0.36286,0.37424,0.3527,0.39513
kendall,GR,1000,falling,gcc_75,2015-11-07,2015-10-11,2015-10-03,2015-11-10,2015-10-12,2015-10-04,2015-11-04,2015-10-08,2015-10-02,0.35551,0.36007,0.36942,0.35218,0.38658
kendall,GR,1000,falling,gcc_75,2014-11-11,2014-11-04,2014-10-10,2014-11-12,2014-11-06,2014-10-14,2014-11-10,2014-11-02,2014-10-07,0.35676,0.36377,0.37449,0.35346,0.39505
kendall,GR,1000,falling,gcc_75,2013-10-08,2013-09-27,2013-08-22,2013-10-09,2013-09-28,2013-08-23,2013-10-04,2013-09-24,2013-08-20,0.34876,0.35562,0.36692,0.34461,0.38874
kendall,GR,1000,falling,gcc_50,2017-09-27,2017-09-18,2017-09-01,2017-09-30,2017-09-19,2017-09-03,2017-09-24,2017-09-15,2017-08-31,0.35808,0.36578,0.38023,0.35307,0.4064
kendall,GR,1000,falling,gcc_50,2016-10-18,2016-10-08,2016-09-26,2016-10-23,2016-10-10,2016-09-29,2016-10-14,2016-10-06,2016-09-22,0.35583,0.36173,0.37169,0.35209,0.39118
kendall,GR,1000,falling,gcc_50,2015-11-07,2015-10-10,2015-10-02,2015-11-10,2015-10-12,2015-10-03,2015-11-03,2015-10-08,2015-10-01,0.35456,0.35958,0.36908,0.35145,0.38481
kendall,GR,1000,falling,gcc_50,2014-11-11,2014-11-05,2014-10-11,2014-11-13,2014-11-06,2014-10-16,2014-11-10,2014-11-02,2014-10-06,0.35594,0.36168,0.37205,0.35265,0.39122
kendall,GR,1000,falling,gcc_50,2013-10-08,2013-09-28,2013-08-20,2013-10-09,2013-09-29,2013-08-21,2013-10-04,2013-09-24,2013-08-19,0.34824,0.35423,0.36583,0.34402,0.38688
kendall,GR,1000,falling,gcc_mean,2017-09-28,2017-09-18,2017-09-01,2017-10-02,2017-09-20,2017-09-03,2017-09-25,2017-09-16,2017-08-31,0.35786,0.36583,0.37976,0.35278,0.40558
kendall,GR,1000,falling,gcc_mean,2016-10-19,2016-10-09,2016-09-24,2016-10-24,2016-10-11,2016-09-27,2016-10-15,2016-10-07,2016-09-21,0.3556,0.36137,0.37153,0.35204,0.39083
kendall,GR,1000,falling,gcc_mean,2015-11-07,2015-10-10,2015-10-03,2015-11-09,2015-10-12,2015-10-04,2015-11-03,2015-10-08,2015-10-02,0.35435,0.35957,0.36802,0.35124,0.38462
kendall,GR,1000,falling,gcc_mean,2014-11-11,2014-11-05,2014-10-11,2014-11-12,2014-11-06,2014-10-16,2014-11-10,2014-11-02,2014-10-08,0.35591,0.36162,0.37251,0.35259,0.39189
kendall,GR,1000,falling,gcc_mean,2013-10-08,2013-09-28,2013-08-21,2013-10-09,2013-09-29,2013-08-22,2013-10-05,2013-09-25,2013-08-19,0.34828,0.35439,0.3654,0.34406,0.38648
